geocodigoFundar,geonombreFundar,anio,idha_subdimension,valor
LBN,Líbano,2000,Esperanza de vida,0.4240693814058719
LBN,Líbano,2000,Total,0.3392069792498152
LBN,Líbano,2005,Años de escolarización,0.2993748162314674
LBN,Líbano,2005,Democracia liberal,0.234
LBN,Líbano,2005,PIB per cápita,0.5901849668201672
LBN,Líbano,2005,Esperanza de vida,0.4810094603535366
LBN,Líbano,2005,Total,0.3755287750784443
LBN,Líbano,2010,Años de escolarización,0.3218226153779001
LBN,Líbano,2010,Democracia liberal,0.293
LBN,Líbano,2010,PIB per cápita,0.6366294037624466
LBN,Líbano,2010,Esperanza de vida,0.5392408890443731
LBN,Líbano,2010,Total,0.4241685088139473
LBN,Líbano,2015,Años de escolarización,0.3148407364394019
LBN,Líbano,2015,Democracia liberal,0.312
LBN,Líbano,2015,PIB per cápita,0.6007658145354225
LBN,Líbano,2015,Esperanza de vida,0.5801117749928295
LBN,Líbano,2015,Total,0.4301457156524848
LBN,Líbano,2020,Años de escolarización,0.3214353435543905
LBN,Líbano,2020,Democracia liberal,0.287
LBN,Líbano,2020,PIB per cápita,0.5341342399940764
LBN,Líbano,2020,Esperanza de vida,0.5272232830065481
LBN,Líbano,2020,Total,0.4014718795057485
LBR,Liberia,1870,Años de escolarización,0.0024700384609097
LBR,Liberia,1870,Democracia liberal,0.156
LBR,Liberia,1870,PIB per cápita,0.3844487575995416
LBR,Liberia,1870,Esperanza de vida,0.0191747201441465
LBR,Liberia,1870,Total,0.041053383147412
LBR,Liberia,1880,Años de escolarización,0.0024700384609097
LBR,Liberia,1880,Democracia liberal,0.158
LBR,Liberia,1880,PIB per cápita,0.3844487575995416
LBR,Liberia,1880,Esperanza de vida,0.0191747201441465
LBR,Liberia,1880,Total,0.0411843365906797
LBR,Liberia,1890,Años de escolarización,0.0024700384609097
LBR,Liberia,1890,Democracia liberal,0.161
LBR,Liberia,1890,PIB per cápita,0.4312055544126715
LBR,Liberia,1890,Esperanza de vida,0.0191747201441465
LBR,Liberia,1890,Total,0.0425829498527578
LBR,Liberia,1900,Años de escolarización,0.0032747671204239
LBR,Liberia,1900,Democracia liberal,0.151
LBR,Liberia,1900,PIB per cápita,0.4630935823842992
LBR,Liberia,1900,Esperanza de vida,0.0191747201441465
LBR,Liberia,1900,Total,0.0457761002224898
LBR,Liberia,1913,Años de escolarización,0.0085363055970061
LBR,Liberia,1913,Democracia liberal,0.159
LBR,Liberia,1913,PIB per cápita,0.4647575565323655
LBR,Liberia,1913,Esperanza de vida,0.0289950701011473
LBR,Liberia,1913,Total,0.0653964879104058
LBR,Liberia,1925,Años de escolarización,0.0112943137511791
LBR,Liberia,1925,Democracia liberal,0.157
LBR,Liberia,1925,PIB per cápita,0.4584883930230382
LBR,Liberia,1925,Esperanza de vida,0.0289950701011473
LBR,Liberia,1925,Total,0.0696791753711583
LBR,Liberia,1929,Años de escolarización,0.0107015754308105
LBR,Liberia,1929,Democracia liberal,0.155
LBR,Liberia,1929,PIB per cápita,0.4569564206260237
LBR,Liberia,1929,Esperanza de vida,0.0409824681180293
LBR,Liberia,1929,Total,0.0746557180950144
LBR,Liberia,1933,Años de escolarización,0.0101097870287513
LBR,Liberia,1933,Democracia liberal,0.159
LBR,Liberia,1933,PIB per cápita,0.4762242488333278
LBR,Liberia,1933,Esperanza de vida,0.0409824681180293
LBR,Liberia,1933,Total,0.0748405872468382
LBR,Liberia,1938,Años de escolarización,0.0107015754308105
LBR,Liberia,1938,Democracia liberal,0.159
LBR,Liberia,1938,PIB per cápita,0.4785650023106792
LBR,Liberia,1938,Esperanza de vida,0.0604673014970729
LBR,Liberia,1938,Total,0.0837676999625461
LBR,Liberia,1950,Años de escolarización,0.0112943137511791
LBR,Liberia,1950,Democracia liberal,0.125
LBR,Liberia,1950,PIB per cápita,0.4850146731957188
LBR,Liberia,1950,Esperanza de vida,0.0748865547666479
LBR,Liberia,1950,Total,0.0846217782470299
LBR,Liberia,1955,Años de escolarización,0.014131037365888
LBR,Liberia,1955,Democracia liberal,0.105
LBR,Liberia,1955,PIB per cápita,0.4999288882151241
LBR,Liberia,1955,Esperanza de vida,0.0880907199907474
LBR,Liberia,1955,Total,0.0899084341679859
LBR,Liberia,1960,Años de escolarización,0.01839725680258
LBR,Liberia,1960,Democracia liberal,0.106
LBR,Liberia,1960,PIB per cápita,0.509962958758694
LBR,Liberia,1960,Esperanza de vida,0.096010626238244
LBR,Liberia,1960,Total,0.0988505790365591
LBR,Liberia,1965,Años de escolarización,0.0236088141952926
LBR,Liberia,1965,Democracia liberal,0.106
LBR,Liberia,1965,PIB per cápita,0.5084042515343076
LBR,Liberia,1965,Esperanza de vida,0.1101774062676688
LBR,Liberia,1965,Total,0.1088104081519089
LBR,Liberia,1970,Años de escolarización,0.0294272181496242
LBR,Liberia,1970,Democracia liberal,0.106
LBR,Liberia,1970,PIB per cápita,0.5413488741730217
LBR,Liberia,1970,Esperanza de vida,0.1252349282722024
LBR,Liberia,1970,Total,0.1205908748467668
LBR,Liberia,1975,Años de escolarización,0.0426781955161464
LBR,Liberia,1975,Democracia liberal,0.136
LBR,Liberia,1975,PIB per cápita,0.5365109810878066
LBR,Liberia,1975,Esperanza de vida,0.1393167451227924
LBR,Liberia,1975,Total,0.1443217289328966
LBR,Liberia,1980,Años de escolarización,0.0572720440991963
LBR,Liberia,1980,Democracia liberal,0.061
LBR,Liberia,1980,PIB per cápita,0.529286262450331
LBR,Liberia,1980,Esperanza de vida,0.1323105741401716
LBR,Liberia,1980,Total,0.1250660471551742
LBR,Liberia,1985,Años de escolarización,0.0708853643601846
LBR,Liberia,1985,Democracia liberal,0.088
LBR,Liberia,1985,PIB per cápita,0.4909871307564694
LBR,Liberia,1985,Esperanza de vida,0.130791563467677
LBR,Liberia,1985,Total,0.1414725794796184
LBR,Liberia,1990,Años de escolarización,0.0802216736214117
LBR,Liberia,1990,Democracia liberal,0.062
LBR,Liberia,1990,PIB per cápita,0.3837608181537174
LBR,Liberia,1990,Esperanza de vida,0.0710795341597742
LBR,Liberia,1990,Total,0.1079250237691366
LBR,Liberia,1995,Años de escolarización,0.0834657466109091
LBR,Liberia,1995,Democracia liberal,0.147
LBR,Liberia,1995,PIB per cápita,0.1844095595389275
LBR,Liberia,1995,Esperanza de vida,0.1099043028980109
LBR,Liberia,1995,Total,0.1255757949012628
LBR,Liberia,2000,Años de escolarización,0.0976346995790357
LBR,Liberia,2000,Democracia liberal,0.163
LBR,Liberia,2000,PIB per cápita,0.3823223438446463
LBR,Liberia,2000,Esperanza de vida,0.1577602874905065
LBR,Liberia,2000,Total,0.1760170718325144
LBR,Liberia,2005,Años de escolarización,0.1050629977281973
LBR,Liberia,2005,Democracia liberal,0.268
LBR,Liberia,2005,PIB per cápita,0.3853861368787598
LBR,Liberia,2005,Esperanza de vida,0.2009957620414496
LBR,Liberia,2005,Total,0.2161060337653328
LBR,Liberia,2010,Años de escolarización,0.1123217200709536
LBR,Liberia,2010,Democracia liberal,0.494
LBR,Liberia,2010,PIB per cápita,0.4497103936810573
LBR,Liberia,2010,Esperanza de vida,0.2235271103125888
LBR,Liberia,2010,Total,0.2732835281079878
LBR,Liberia,2015,Años de escolarización,0.1296749722578467
LBR,Liberia,2015,Democracia liberal,0.458
LBR,Liberia,2015,PIB per cápita,0.4605760638434582
LBR,Liberia,2015,Esperanza de vida,0.2208752048940711
LBR,Liberia,2015,Total,0.2787998223942488
LBR,Liberia,2020,Años de escolarización,0.1527663382558002
LBR,Liberia,2020,Democracia liberal,0.466
LBR,Liberia,2020,PIB per cápita,0.4348656991683021
LBR,Liberia,2020,Esperanza de vida,0.2381553080598173
LBR,Liberia,2020,Total,0.2930267384036008
LBY,Libia,1870,Años de escolarización,0.0024700384609097
LBY,Libia,1870,Democracia liberal,0.01
LBY,Libia,1870,PIB per cápita,0.1563754584939352
LBY,Libia,1870,Esperanza de vida,0.0191747201441465
LBY,Libia,1870,Total,0.0164968238256497
LBY,Libia,1880,Años de escolarización,0.0024700384609097
LBY,Libia,1880,Democracia liberal,0.01
LBY,Libia,1880,PIB per cápita,0.1606419707863785
LBY,Libia,1880,Esperanza de vida,0.0191747201441465
LBY,Libia,1880,Total,0.016608214426792
LBY,Libia,1890,Años de escolarización,0.0024700384609097
LBY,Libia,1890,Democracia liberal,0.01
LBY,Libia,1890,PIB per cápita,0.1730871217428902
LBY,Libia,1890,Esperanza de vida,0.0191747201441465
LBY,Libia,1890,Total,0.0169209357524774
LBY,Libia,1900,Años de escolarización,0.0024700384609097
LBY,Libia,1900,Democracia liberal,0.01
LBY,Libia,1900,PIB per cápita,0.1753320387534244
LBY,Libia,1900,Esperanza de vida,0.025574389957788
LBY,Libia,1900,Total,0.0182428450924986
LBY,Libia,1913,Años de escolarización,0.0024700384609097
LBY,Libia,1913,Democracia liberal,0.01
LBY,Libia,1913,PIB per cápita,0.2099411788900099
LBY,Libia,1913,Esperanza de vida,0.0348483510490458
LBY,Libia,1913,Total,0.0206179696060696
LBY,Libia,1925,Años de escolarización,0.0043093578897956
LBY,Libia,1925,Democracia liberal,0.01
LBY,Libia,1925,PIB per cápita,0.2042571121597547
LBY,Libia,1925,Esperanza de vida,0.0348483510490458
LBY,Libia,1925,Total,0.0235338508112026
LBY,Libia,1929,Años de escolarización,0.0059097792788604
LBY,Libia,1929,Democracia liberal,0.01
LBY,Libia,1929,PIB per cápita,0.2046298861938149
LBY,Libia,1929,Esperanza de vida,0.0408915284819596
LBY,Libia,1929,Total,0.0265181618536047
LBY,Libia,1933,Años de escolarización,0.0070571990592933
LBY,Libia,1933,Democracia liberal,0.01
LBY,Libia,1933,PIB per cápita,0.1984308466579363
LBY,Libia,1933,Esperanza de vida,0.0437499648788463
LBY,Libia,1933,Total,0.0279772365863228
LBY,Libia,1938,Años de escolarización,0.0082081952991215
LBY,Libia,1938,Democracia liberal,0.01
LBY,Libia,1938,PIB per cápita,0.2192936304028494
LBY,Libia,1938,Esperanza de vida,0.0470911085195989
LBY,Libia,1938,Total,0.0303426252328147
LBY,Libia,1950,Años de escolarización,0.0107530866901951
LBY,Libia,1950,Democracia liberal,0.075
LBY,Libia,1950,PIB per cápita,0.220781435669973
LBY,Libia,1950,Esperanza de vida,0.1040486905322898
LBY,Libia,1950,Total,0.0656067305465553
LBY,Libia,1955,Años de escolarización,0.0136452747439363
LBY,Libia,1955,Democracia liberal,0.12
LBY,Libia,1955,PIB per cápita,0.2635197340354062
LBY,Libia,1955,Esperanza de vida,0.1190166468896871
LBY,Libia,1955,Total,0.0846537295044275
LBY,Libia,1960,Años de escolarización,0.0170701251381285
LBY,Libia,1960,Democracia liberal,0.127
LBY,Libia,1960,PIB per cápita,0.3439537551540464
LBY,Libia,1960,Esperanza de vida,0.1280932728878526
LBY,Libia,1960,Total,0.0988591110359722
LBY,Libia,1965,Años de escolarización,0.0253613094216979
LBY,Libia,1965,Democracia liberal,0.134
LBY,Libia,1965,PIB per cápita,0.5192137040259943
LBY,Libia,1965,Esperanza de vida,0.144137445037382
LBY,Libia,1965,Total,0.1262844448215716
LBY,Libia,1970,Años de escolarización,0.0395275882858349
LBY,Libia,1970,Democracia liberal,0.029
LBY,Libia,1970,PIB per cápita,0.6049462257109647
LBY,Libia,1970,Esperanza de vida,0.16161951957217
LBY,Libia,1970,Total,0.1028909612375214
LBY,Libia,1975,Años de escolarización,0.0584996384132844
LBY,Libia,1975,Democracia liberal,0.027
LBY,Libia,1975,PIB per cápita,0.6117208686798068
LBY,Libia,1975,Esperanza de vida,0.1911296336754645
LBY,Libia,1975,Total,0.1165734279438506
LBY,Libia,1980,Años de escolarización,0.0912445315955192
LBY,Libia,1980,Democracia liberal,0.049
LBY,Libia,1980,PIB per cápita,0.6508359867707032
LBY,Libia,1980,Esperanza de vida,0.227265624955835
LBY,Libia,1980,Total,0.1603622196927077
LBY,Libia,1985,Años de escolarización,0.1241520038616057
LBY,Libia,1985,Democracia liberal,0.049
LBY,Libia,1985,PIB per cápita,0.5921529700043863
LBY,Libia,1985,Esperanza de vida,0.2757735878158907
LBY,Libia,1985,Total,0.1775350466971148
LBY,Libia,1990,Años de escolarización,0.153176120199871
LBY,Libia,1990,Democracia liberal,0.052
LBY,Libia,1990,PIB per cápita,0.5574454792231116
LBY,Libia,1990,Esperanza de vida,0.342229441095645
LBY,Libia,1990,Total,0.1974370000926489
LBY,Libia,1995,Años de escolarización,0.1793862019304229
LBY,Libia,1995,Democracia liberal,0.049
LBY,Libia,1995,PIB per cápita,0.551652889072637
LBY,Libia,1995,Esperanza de vida,0.36933404103683
LBY,Libia,1995,Total,0.2057157708505059
LBY,Libia,2000,Años de escolarización,0.2152980611816619
LBY,Libia,2000,Democracia liberal,0.049
LBY,Libia,2000,PIB per cápita,0.5475086204957584
LBY,Libia,2000,Esperanza de vida,0.3623904405381114
LBY,Libia,2000,Total,0.2138951678007468
LBY,Libia,2005,Años de escolarización,0.2498711890148899
LBY,Libia,2005,Democracia liberal,0.045
LBY,Libia,2005,PIB per cápita,0.5723226016016555
LBY,Libia,2005,Esperanza de vida,0.3781425271891492
LBY,Libia,2005,Total,0.2221039483693476
LBY,Libia,2010,Años de escolarización,0.28535946446172
LBY,Libia,2010,Democracia liberal,0.046
LBY,Libia,2010,PIB per cápita,0.6037627539216683
LBY,Libia,2010,Esperanza de vida,0.3925455172699572
LBY,Libia,2010,Total,0.2361710243534474
LBY,Libia,2015,Años de escolarización,0.2467197311603457
LBY,Libia,2015,Democracia liberal,0.176
LBY,Libia,2015,PIB per cápita,0.3914919448549644
LBY,Libia,2015,Esperanza de vida,0.3800528803162854
LBY,Libia,2015,Total,0.2835116127513813
LBY,Libia,2020,Años de escolarización,0.2609139865943148
LBY,Libia,2020,Democracia liberal,0.154
LBY,Libia,2020,PIB per cápita,0.3723626731182155
LBY,Libia,2020,Esperanza de vida,0.3944140753035316
LBY,Libia,2020,Total,0.2771622998946106
LCA,Santa Lucía,1870,Años de escolarización,
LCA,Santa Lucía,1870,Democracia liberal,
LCA,Santa Lucía,1870,PIB per cápita,
LCA,Santa Lucía,1870,Esperanza de vida,
LCA,Santa Lucía,1870,Total,
LCA,Santa Lucía,1880,Años de escolarización,
LCA,Santa Lucía,1880,Democracia liberal,
LCA,Santa Lucía,1880,PIB per cápita,
LCA,Santa Lucía,1880,Esperanza de vida,
LCA,Santa Lucía,1880,Total,
LCA,Santa Lucía,1890,Años de escolarización,
LCA,Santa Lucía,1890,Democracia liberal,
LCA,Santa Lucía,1890,PIB per cápita,
LCA,Santa Lucía,1890,Esperanza de vida,
LCA,Santa Lucía,1890,Total,
LCA,Santa Lucía,1900,Años de escolarización,
LCA,Santa Lucía,1900,Democracia liberal,
LCA,Santa Lucía,1900,PIB per cápita,
LCA,Santa Lucía,1900,Esperanza de vida,
LCA,Santa Lucía,1900,Total,
LCA,Santa Lucía,1913,Años de escolarización,
LCA,Santa Lucía,1913,Democracia liberal,
LCA,Santa Lucía,1913,PIB per cápita,
LCA,Santa Lucía,1913,Esperanza de vida,
LCA,Santa Lucía,1913,Total,
LCA,Santa Lucía,1925,Años de escolarización,
LCA,Santa Lucía,1925,Democracia liberal,
LCA,Santa Lucía,1925,PIB per cápita,
LCA,Santa Lucía,1925,Esperanza de vida,
LCA,Santa Lucía,1925,Total,
LCA,Santa Lucía,1929,Años de escolarización,
LCA,Santa Lucía,1929,Democracia liberal,
LCA,Santa Lucía,1929,PIB per cápita,
LCA,Santa Lucía,1929,Esperanza de vida,
LCA,Santa Lucía,1929,Total,
LCA,Santa Lucía,1933,Años de escolarización,
LCA,Santa Lucía,1933,Democracia liberal,
LCA,Santa Lucía,1933,PIB per cápita,
LCA,Santa Lucía,1933,Esperanza de vida,
LCA,Santa Lucía,1933,Total,
LCA,Santa Lucía,1938,Años de escolarización,
LCA,Santa Lucía,1938,Democracia liberal,
LCA,Santa Lucía,1938,PIB per cápita,
LCA,Santa Lucía,1938,Esperanza de vida,
LCA,Santa Lucía,1938,Total,
LCA,Santa Lucía,1950,Años de escolarización,0.0904566071186608
LCA,Santa Lucía,1950,Democracia liberal,0.207
LCA,Santa Lucía,1950,PIB per cápita,0.3322119139776208
LCA,Santa Lucía,1950,Esperanza de vida,0.1783740662375546
LCA,Santa Lucía,1950,Total,0.1825111446527497
LCA,Santa Lucía,1955,Años de escolarización,0.0986154123842243
LCA,Santa Lucía,1955,Democracia liberal,0.366
LCA,Santa Lucía,1955,PIB per cápita,0.3530230055916834
LCA,Santa Lucía,1955,Esperanza de vida,0.2002999803198086
LCA,Santa Lucía,1955,Total,0.2247643604372862
LCA,Santa Lucía,1960,Años de escolarización,0.1071759596230297
LCA,Santa Lucía,1960,Democracia liberal,0.466
LCA,Santa Lucía,1960,PIB per cápita,0.3838700749513082
LCA,Santa Lucía,1960,Esperanza de vida,0.1996930579253866
LCA,Santa Lucía,1960,Total,0.2487468733792629
LCA,Santa Lucía,1965,Años de escolarización,0.1117430413218662
LCA,Santa Lucía,1965,Democracia liberal,0.477
LCA,Santa Lucía,1965,PIB per cápita,0.4067051217185391
LCA,Santa Lucía,1965,Esperanza de vida,0.2242235464146232
LCA,Santa Lucía,1965,Total,0.2640431658966165
LCA,Santa Lucía,1970,Años de escolarización,0.1183613762407143
LCA,Santa Lucía,1970,Democracia liberal,0.618
LCA,Santa Lucía,1970,PIB per cápita,0.426792019329098
LCA,Santa Lucía,1970,Esperanza de vida,0.2515555516119709
LCA,Santa Lucía,1970,Total,0.2976885765120985
LCA,Santa Lucía,1975,Años de escolarización,0.1309153225735356
LCA,Santa Lucía,1975,Democracia liberal,0.624
LCA,Santa Lucía,1975,PIB per cápita,0.4425687227592377
LCA,Santa Lucía,1975,Esperanza de vida,0.2839043953854252
LCA,Santa Lucía,1975,Total,0.3182965827835937
LCA,Santa Lucía,1980,Años de escolarización,0.1443811343765791
LCA,Santa Lucía,1980,Democracia liberal,0.636
LCA,Santa Lucía,1980,PIB per cápita,0.4788775508200497
LCA,Santa Lucía,1980,Esperanza de vida,0.3423355792490852
LCA,Santa Lucía,1980,Total,0.3502765152423107
LCA,Santa Lucía,1985,Años de escolarización,0.1821741166652887
LCA,Santa Lucía,1985,Democracia liberal,0.634
LCA,Santa Lucía,1985,PIB per cápita,0.5112583554237543
LCA,Santa Lucía,1985,Esperanza de vida,0.3663136131726696
LCA,Santa Lucía,1985,Total,0.3835017515799301
LCA,Santa Lucía,1990,Años de escolarización,0.2236197530577492
LCA,Santa Lucía,1990,Democracia liberal,0.636
LCA,Santa Lucía,1990,PIB per cápita,0.5665025124683286
LCA,Santa Lucía,1990,Esperanza de vida,0.356535407036802
LCA,Santa Lucía,1990,Total,0.4116877516533414
LCA,Santa Lucía,1995,Años de escolarización,0.2518149443446964
LCA,Santa Lucía,1995,Democracia liberal,0.655
LCA,Santa Lucía,1995,PIB per cápita,0.5789461811658045
LCA,Santa Lucía,1995,Esperanza de vida,0.3678387471667793
LCA,Santa Lucía,1995,Total,0.432916977019314
LCA,Santa Lucía,2000,Años de escolarización,0.2586502677070215
LCA,Santa Lucía,2000,Democracia liberal,0.661
LCA,Santa Lucía,2000,PIB per cápita,0.5932093401807564
LCA,Santa Lucía,2000,Esperanza de vida,0.3638570569975273
LCA,Santa Lucía,2000,Total,0.4382917476696703
LCA,Santa Lucía,2005,Años de escolarización,0.288263745388286
LCA,Santa Lucía,2005,Democracia liberal,0.658
LCA,Santa Lucía,2005,PIB per cápita,0.5974156688278129
LCA,Santa Lucía,2005,Esperanza de vida,0.3900991004117555
LCA,Santa Lucía,2005,Total,0.4585290643733084
LCA,Santa Lucía,2010,Años de escolarización,0.292155790375798
LCA,Santa Lucía,2010,Democracia liberal,0.676
LCA,Santa Lucía,2010,PIB per cápita,0.6056343333959042
LCA,Santa Lucía,2010,Esperanza de vida,0.3991921847871334
LCA,Santa Lucía,2010,Total,0.4674535130093107
LCA,Santa Lucía,2015,Años de escolarización,0.3601804857559501
LCA,Santa Lucía,2015,Democracia liberal,0.669
LCA,Santa Lucía,2015,PIB per cápita,0.6083662412760367
LCA,Santa Lucía,2015,Esperanza de vida,0.4074982929982766
LCA,Santa Lucía,2015,Total,0.4943781857656984
LCA,Santa Lucía,2020,Años de escolarización,0.311368450082938
LCA,Santa Lucía,2020,Democracia liberal,0.683
LCA,Santa Lucía,2020,PIB per cápita,0.583306149900106
LCA,Santa Lucía,2020,Esperanza de vida,0.4131773893358477
LCA,Santa Lucía,2020,Total,0.4758083976899349
LKA,Sri Lanka,1870,Años de escolarización,0.0065019722728894
LKA,Sri Lanka,1870,Democracia liberal,0.1660215053763441
LKA,Sri Lanka,1870,PIB per cápita,0.3480911336543784
LKA,Sri Lanka,1870,Esperanza de vida,0.0191747201441465
LKA,Sri Lanka,1870,Total,0.0518093166399206
LKA,Sri Lanka,1880,Años de escolarización,0.0097849449554761
LKA,Sri Lanka,1880,Democracia liberal,0.1701720430107527
LKA,Sri Lanka,1880,PIB per cápita,0.3440554893268609
LKA,Sri Lanka,1880,Esperanza de vida,0.0357023844517936
LKA,Sri Lanka,1880,Total,0.06725012227728
LKA,Sri Lanka,1890,Años de escolarización,0.0154918139430569
LKA,Sri Lanka,1890,Democracia liberal,0.1763978494623656
LKA,Sri Lanka,1890,PIB per cápita,0.3814181134974219
LKA,Sri Lanka,1890,Esperanza de vida,0.0457490539409374
LKA,Sri Lanka,1890,Total,0.0830987990743091
LKA,Sri Lanka,1900,Años de escolarización,0.0228495896339998
LKA,Sri Lanka,1900,Democracia liberal,0.193
