"decil","codigo","desagregacion","gran_categoria","categoria","subcategoria","rubro","instrumento","variable","valor"
"5","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0955423670013677"
"6","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0842237264329035"
"7","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0677660168533424"
"8","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0610433057435902"
"9","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0496454368026985"
"10","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0263889218339488"
"1","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.0796304718826825"
"2","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.076581482118274"
"3","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.0859882984358748"
"4","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.0895382191995471"
"5","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.0901293324898329"
"6","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.0997203944534804"
"7","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.100441187499288"
"8","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.116444015417113"
"9","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.129895318745141"
"10","3.1.2.1.02","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","Obras sociales","Participación en la concentración","0.131631279758767"
"1","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.436390529725258"
"2","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.422001864917519"
"3","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.573165047826975"
"4","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.611604132597516"
"5","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.594523042531096"
"6","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.587709997473383"
"7","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.63652924555259"
"8","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.54357727704246"
"9","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.506207534967894"
"10","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Concentración per cápita (en dólares PPP 2011)","0.575145965678718"
"1","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.263293994223901"
"2","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0651531248064821"
"3","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0571669710742219"
"4","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0451593125490341"
"5","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0343449756969201"
"6","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0269815379506709"
"7","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0233326582219697"
"8","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0155076489161547"
"9","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0105191090704553"
"10","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00626923852710744"
"1","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.0795226282832263"
"2","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.0769203457314022"
"3","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.104462696246819"
"4","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.111212825746469"
"5","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.108608172777397"
"6","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.107089125374127"
"7","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.115929305553402"
"8","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.0991640429047471"
"9","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.0922618710265008"
"10","3.1.2.1.03","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Salud","PAMI","Participación en la concentración","0.10482898635591"
"1","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.39059656489425"
"2","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.424545365236129"
"3","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.37892162820885"
"4","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.329235476120594"
"5","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.311985426631542"
"6","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.23514318711123"
"7","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.223392335667648"
"8","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.178387169219216"
"9","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.125688190857963"
"10","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Concentración per cápita (en dólares PPP 2011)","0.0835429518664782"
"1","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.235664439752827"
"2","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0655458173689572"
"3","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0377933055083142"
"4","3.1.2.2.01","9","Transferencias y subsidios","Transferencias","Transferencias en especie","Educación","Educación inicial","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0243099203813659"
